Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,K,D,Daily_Return,Moving_Avg_20,Moving_Avg_50
2023-02-20 00:00:00+05:30,222.49,224.37,219.28,219.72,519662,0.0,0.0,,,,,,
2023-02-21 00:00:00+05:30,220.02,228.42,217.55,221.06,1058169,0.0,0.0,,,,0.61,,
2023-02-22 00:00:00+05:30,219.28,223.48,216.56,217.3,470435,0.0,0.0,,,,-1.7,,
2023-02-23 00:00:00+05:30,217.55,219.03,210.13,211.96,865514,0.0,0.0,,,,-2.46,,
2023-02-24 00:00:00+05:30,212.01,216.16,207.76,209.39,586453,0.0,0.0,,,,-1.21,,
2023-02-27 00:00:00+05:30,209.29,209.29,202.37,205.93,600032,0.0,0.0,,,,-1.65,,
2023-02-28 00:00:00+05:30,207.46,234.16,205.83,232.03,7270738,0.0,0.0,,,,12.68,,
2023-03-01 00:00:00+05:30,227.93,239.35,225.66,231.09,3902719,0.0,0.0,,,,-0.4,,
2023-03-02 00:00:00+05:30,227.44,230.25,224.27,226.3,1152491,0.0,0.0,,,,-2.08,,
2023-03-03 00:00:00+05:30,227.44,246.87,226.55,239.94,5060986,0.0,0.0,,,,6.03,,
2023-03-06 00:00:00+05:30,241.08,270.95,239.99,266.45,9063044,0.0,0.0,,,,11.04,,
2023-03-08 00:00:00+05:30,262.05,278.86,258.34,275.0,5458331,0.0,0.0,,,,3.21,,
2023-03-09 00:00:00+05:30,273.91,273.91,264.52,266.74,2088735,0.0,0.0,,,,-3.0,,
2023-03-10 00:00:00+05:30,262.05,269.96,259.62,265.36,1994714,0.0,0.0,71.4,82.35,,-0.52,,
2023-03-13 00:00:00+05:30,265.36,270.6,252.31,255.96,1268834,0.0,0.0,65.62,70.07,,-3.54,,
2023-03-14 00:00:00+05:30,257.25,262.54,245.04,247.76,1794884,0.0,0.0,60.86,59.34,70.59,-3.21,,
2023-03-15 00:00:00+05:30,249.98,258.44,248.2,253.34,1748338,0.0,0.0,64.45,66.65,65.35,2.26,,
2023-03-16 00:00:00+05:30,253.15,254.58,244.44,251.81,1438489,0.0,0.0,66.48,64.64,63.54,-0.61,,
2023-03-17 00:00:00+05:30,254.13,261.7,245.48,249.09,1426124,0.0,0.0,66.39,61.09,64.12,-1.08,,
2023-03-20 00:00:00+05:30,249.09,252.9,241.28,243.26,1144417,0.0,0.0,65.12,51.25,58.99,-2.34,239.47,
2023-03-21 00:00:00+05:30,245.73,252.7,244.54,249.24,1456100,0.0,0.0,58.33,45.74,52.69,2.46,240.95,
2023-03-22 00:00:00+05:30,249.24,253.39,246.03,248.3,1821148,0.0,0.0,58.33,44.02,47.01,-0.38,242.31,
2023-03-23 00:00:00+05:30,246.72,249.54,243.75,245.19,670337,0.0,0.0,59.29,35.63,41.8,-1.25,243.71,
2023-03-24 00:00:00+05:30,245.19,246.67,231.93,234.06,938094,0.0,0.0,47.03,4.53,28.06,-4.54,244.81,
2023-03-27 00:00:00+05:30,235.2,236.09,222.54,224.57,1022382,0.0,0.0,24.5,3.6,14.59,-4.06,245.57,
2023-03-28 00:00:00+05:30,224.57,227.93,218.54,219.82,1641542,0.0,0.0,14.77,2.32,3.48,-2.11,246.27,
2023-03-29 00:00:00+05:30,220.51,237.32,220.51,234.01,2732107,0.0,0.0,30.58,29.72,11.88,6.46,246.36,
2023-03-31 00:00:00+05:30,241.28,247.61,235.45,238.16,2474772,0.0,0.0,34.38,37.7,23.25,1.77,246.72,
2023-04-03 00:00:00+05:30,240.04,251.02,237.87,247.51,1417582,0.0,0.0,45.14,65.84,44.42,3.92,247.78,
2023-04-05 00:00:00+05:30,249.73,253.89,246.22,250.18,2125823,0.0,0.0,51.49,73.31,58.95,1.08,248.29,
2023-04-06 00:00:00+05:30,249.19,252.65,247.71,249.19,701373,0.0,0.0,47.3,71.02,70.06,-0.4,247.43,
2023-04-10 00:00:00+05:30,250.18,252.75,244.44,245.88,593191,0.0,0.0,46.23,63.34,69.22,-1.33,245.97,
2023-04-11 00:00:00+05:30,246.03,247.56,238.56,239.3,878776,0.0,0.0,44.06,58.74,64.37,-2.67,244.6,
2023-04-12 00:00:00+05:30,240.59,245.04,238.31,241.63,946572,0.0,0.0,48.97,65.31,62.47,0.97,243.41,
2023-04-13 00:00:00+05:30,241.72,244.64,240.29,242.71,495055,0.0,0.0,45.59,68.39,64.15,0.45,242.75,
2023-04-17 00:00:00+05:30,241.77,248.2,240.54,245.58,811878,0.0,0.0,48.21,76.5,70.07,1.18,242.64,
2023-04-18 00:00:00+05:30,246.67,248.89,243.46,244.94,497794,0.0,0.0,49.83,74.69,73.19,-0.26,242.22,
2023-04-19 00:00:00+05:30,244.99,249.54,243.26,245.28,765711,0.0,0.0,58.94,75.66,75.62,0.14,241.9,
2023-04-20 00:00:00+05:30,246.27,258.98,244.94,256.56,3103454,0.0,0.0,74.79,94.01,81.45,4.6,242.27,
2023-04-21 00:00:00+05:30,257.1,257.1,247.76,250.82,1115255,0.0,0.0,73.66,78.79,82.82,-2.24,242.65,
2023-04-24 00:00:00+05:30,251.17,258.29,247.41,256.31,1193931,0.0,0.0,69.63,88.66,87.15,2.19,243.0,
2023-04-25 00:00:00+05:30,257.0,263.08,253.79,257.0,1795555,0.0,0.0,67.66,75.88,81.11,0.27,243.44,
2023-04-26 00:00:00+05:30,257.84,259.82,254.13,255.42,489752,0.0,0.0,58.68,69.06,77.87,-0.62,243.95,
2023-04-27 00:00:00+05:30,255.91,258.39,251.71,253.69,1004465,0.0,0.0,53.93,62.08,69.01,-0.68,244.93,
2023-04-28 00:00:00+05:30,255.57,259.33,254.23,257.79,779466,0.0,0.0,59.01,78.64,69.93,1.62,246.59,
2023-05-02 00:00:00+05:30,258.09,260.91,253.64,254.83,584951,0.0,0.0,59.44,66.67,69.13,-1.15,248.34,
2023-05-03 00:00:00+05:30,254.83,261.35,253.29,258.68,958138,0.0,0.0,71.68,82.24,75.85,1.51,249.57,
2023-05-04 00:00:00+05:30,257.65,262.05,253.79,255.96,871466,0.0,0.0,65.9,68.76,72.56,-1.05,250.46,
2023-05-05 00:00:00+05:30,256.11,260.36,254.13,257.55,668019,0.0,0.0,66.27,75.44,75.48,0.62,250.97,
2023-05-08 00:00:00+05:30,258.09,269.96,256.71,260.17,2756977,0.0,0.0,66.09,63.33,69.18,1.02,251.46,244.2
2023-05-09 00:00:00+05:30,261.3,263.23,255.32,257.6,704715,0.0,0.0,63.39,53.7,64.16,-0.99,251.88,244.95
2023-05-10 00:00:00+05:30,257.6,265.61,257.6,261.9,894094,0.0,0.0,66.22,67.79,61.61,1.67,252.69,245.77
2023-05-11 00:00:00+05:30,265.01,267.98,258.19,259.87,1063925,0.0,0.0,53.95,55.26,58.92,-0.77,253.71,246.62
2023-05-12 00:00:00+05:30,259.87,263.83,256.11,257.05,938972,0.0,0.0,57.97,42.76,55.27,-1.08,254.49,247.52
2023-05-15 00:00:00+05:30,256.11,257.79,252.75,253.2,526815,0.0,0.0,45.84,8.13,35.39,-1.5,255.01,248.4
2023-05-16 00:00:00+05:30,253.2,256.71,251.02,252.06,565802,0.0,0.0,43.47,5.48,18.79,-0.45,255.33,249.32
2023-05-17 00:00:00+05:30,252.8,253.24,244.39,246.03,550416,0.0,0.0,38.9,6.38,6.67,-2.39,255.39,249.6
2023-05-18 00:00:00+05:30,246.62,248.05,242.32,244.0,560835,0.0,0.0,38.63,6.08,5.98,-0.82,255.32,249.86
2023-05-19 00:00:00+05:30,244.54,245.48,238.36,241.08,536788,0.0,0.0,29.83,8.61,7.02,-1.2,254.55,250.16
2023-05-22 00:00:00+05:30,241.03,245.88,239.4,242.42,580992,0.0,0.0,34.41,12.83,9.17,0.55,254.13,250.21
2023-05-23 00:00:00+05:30,243.46,251.37,243.11,245.38,1027848,0.0,0.0,32.91,22.22,14.55,1.22,253.58,249.78
2023-05-24 00:00:00+05:30,237.32,252.9,237.32,246.92,2421319,0.0,0.0,38.01,29.39,21.48,0.62,253.08,249.22
2023-05-25 00:00:00+05:30,246.72,259.38,245.28,255.82,2524854,0.0,0.0,48.08,56.67,36.09,3.6,253.1,249.0
2023-05-26 00:00:00+05:30,254.68,258.58,251.46,253.05,777989,0.0,0.0,42.12,51.29,45.78,-1.08,253.07,248.76
2023-05-29 00:00:00+05:30,254.93,255.42,248.2,249.88,669161,0.0,0.0,41.58,40.97,49.64,-1.25,252.67,248.64
2023-05-30 00:00:00+05:30,251.02,266.3,248.75,258.24,5852335,0.0,0.0,46.33,68.23,53.49,3.34,252.84,248.85
2023-05-31 00:00:00+05:30,259.42,261.75,250.18,251.22,1309255,0.0,0.0,42.11,47.95,52.38,-2.72,252.47,248.8
2023-06-01 00:00:00+05:30,252.21,256.06,249.73,250.62,1119477,0.0,0.0,43.89,45.9,54.03,-0.24,252.2,248.78
2023-06-02 00:00:00+05:30,253.86,254.96,248.98,250.08,1257856,2.0,0.0,46.84,44.01,45.96,-0.22,251.83,248.8
2023-06-05 00:00:00+05:30,251.27,253.81,248.18,248.78,939922,0.0,0.0,46.69,39.54,43.15,-0.52,251.26,248.91
2023-06-06 00:00:00+05:30,250.08,264.13,249.48,262.49,4108109,0.0,0.0,64.4,86.84,56.8,5.51,251.5,249.18
2023-06-07 00:00:00+05:30,263.83,273.1,263.48,267.12,4613115,0.0,0.0,69.35,83.28,69.89,1.77,251.76,249.55
2023-06-08 00:00:00+05:30,267.12,273.0,261.44,263.23,2449975,0.0,0.0,68.24,72.42,80.85,-1.46,251.93,249.91
2023-06-09 00:00:00+05:30,263.28,266.12,259.2,260.54,967627,0.0,0.0,64.6,64.9,73.53,-1.02,252.11,250.44
2023-06-12 00:00:00+05:30,261.09,261.44,255.36,256.36,1103057,0.0,0.0,58.67,53.2,63.5,-1.61,252.26,251.08
2023-06-13 00:00:00+05:30,257.15,264.23,256.8,260.19,1902429,0.0,0.0,60.12,53.6,57.23,1.5,252.67,251.89
2023-06-14 00:00:00+05:30,261.44,268.12,261.19,264.93,1954154,0.0,0.0,57.42,67.2,58.0,1.82,253.62,252.5
2023-06-15 00:00:00+05:30,263.53,267.12,260.19,261.49,1623765,0.0,0.0,56.8,53.4,58.07,-1.3,254.49,252.97
2023-06-16 00:00:00+05:30,261.64,262.63,254.31,255.76,1664604,0.0,0.0,54.54,30.4,50.33,-2.19,255.22,253.13
2023-06-19 00:00:00+05:30,257.05,258.05,252.17,252.77,1156392,0.0,0.0,45.39,18.4,34.07,-1.17,255.74,253.19
2023-06-20 00:00:00+05:30,253.56,257.1,250.72,256.21,1606006,0.0,0.0,54.48,32.2,27.0,1.36,256.28,253.33
2023-06-21 00:00:00+05:30,257.65,275.99,257.2,273.4,10555923,0.0,0.0,65.75,90.68,47.09,6.71,257.61,253.88
2023-06-22 00:00:00+05:30,276.09,284.06,269.41,271.21,9547731,0.0,0.0,64.29,64.17,62.35,-0.8,258.38,254.52
2023-06-23 00:00:00+05:30,271.51,271.51,259.15,260.54,2399179,0.0,0.0,57.06,31.99,62.28,-3.93,258.75,254.89
2023-06-26 00:00:00+05:30,261.84,272.6,255.51,271.16,3413288,0.0,0.0,55.4,61.29,52.48,4.07,259.82,255.46
2023-06-27 00:00:00+05:30,271.9,274.79,268.22,269.96,2005672,0.0,0.0,51.85,57.7,50.32,-0.44,260.4,255.95
2023-06-28 00:00:00+05:30,271.11,273.45,267.72,270.86,1769865,0.0,0.0,55.17,60.39,59.79,0.33,261.38,256.47
2023-06-30 00:00:00+05:30,271.56,278.48,270.21,271.85,3591725,0.0,0.0,57.84,63.38,60.49,0.37,262.45,257.0
2023-07-03 00:00:00+05:30,274.1,290.84,274.1,288.05,9158207,0.0,0.0,68.84,93.04,72.27,5.96,264.34,257.63
2023-07-04 00:00:00+05:30,289.05,298.02,288.95,293.33,7431298,0.0,0.0,69.37,90.09,82.17,1.83,266.57,258.48
2023-07-05 00:00:00+05:30,294.98,308.88,292.29,300.76,7466830,0.0,0.0,70.3,86.03,89.72,2.53,268.49,259.37
2023-07-06 00:00:00+05:30,302.0,310.78,302.0,308.98,4899288,0.0,0.0,75.52,97.01,91.05,2.73,270.58,260.41
2023-07-07 00:00:00+05:30,308.73,314.76,303.5,305.64,3372051,0.0,0.0,77.52,85.76,89.6,-1.08,272.7,261.41
2023-07-10 00:00:00+05:30,307.54,318.9,297.37,303.55,5081651,0.0,0.0,78.29,77.49,86.75,-0.68,274.85,262.41
2023-07-11 00:00:00+05:30,303.75,309.98,300.51,308.53,2109143,0.0,0.0,78.66,83.65,82.3,1.64,277.46,263.43
2023-07-12 00:00:00+05:30,309.53,315.01,306.49,311.92,2766745,0.0,0.0,74.86,88.99,83.38,1.1,280.04,264.57
2023-07-13 00:00:00+05:30,311.97,313.12,292.44,297.92,3594702,0.0,0.0,64.96,66.9,79.85,-4.49,281.69,265.35
2023-07-14 00:00:00+05:30,298.82,306.69,298.82,303.6,2450451,0.0,0.0,75.53,75.86,77.25,1.91,283.8,266.3
2023-07-17 00:00:00+05:30,294.03,297.87,290.54,292.34,5326680,0.0,0.0,62.46,48.1,63.62,-3.71,285.63,267.0
2023-07-18 00:00:00+05:30,292.34,295.43,282.32,288.75,4778733,0.0,0.0,60.75,41.09,55.02,-1.23,287.43,267.57
2023-07-19 00:00:00+05:30,290.04,300.31,287.7,294.53,5238041,0.0,0.0,62.83,49.95,46.38,2.0,289.34,268.31
2023-07-20 00:00:00+05:30,295.03,300.31,290.44,293.63,5447722,0.0,0.0,61.82,43.6,44.88,-0.3,290.36,268.95
2023-07-21 00:00:00+05:30,294.53,294.58,284.56,287.15,3864811,0.0,0.0,49.46,13.22,35.59,-2.21,291.15,269.49
2023-07-24 00:00:00+05:30,288.45,291.54,284.06,285.46,2025699,0.0,0.0,45.01,8.58,21.8,-0.59,292.4,270.06
2023-07-25 00:00:00+05:30,285.86,294.03,285.01,293.08,3578436,0.0,0.0,45.15,29.43,17.08,2.67,293.5,270.86
2023-07-26 00:00:00+05:30,294.73,295.83,288.65,291.54,2698488,0.0,0.0,37.95,25.2,21.07,-0.53,294.57,271.65
2023-07-27 00:00:00+05:30,292.54,293.98,286.16,288.45,2487865,0.0,0.0,38.08,16.76,23.8,-1.06,295.45,272.5
2023-07-28 00:00:00+05:30,288.25,293.88,287.05,291.14,2947702,0.0,0.0,41.47,26.98,22.98,0.93,296.42,273.44
2023-07-31 00:00:00+05:30,292.04,292.64,286.51,287.75,1135620,0.0,0.0,35.39,16.62,20.12,-1.16,296.4,274.37
2023-08-01 00:00:00+05:30,287.95,297.72,287.75,294.88,3478387,0.0,0.0,38.62,40.78,28.12,2.48,296.48,275.42
2023-08-02 00:00:00+05:30,295.03,297.22,286.61,289.89,1245165,0.0,0.0,43.91,31.08,29.49,-1.69,295.94,276.31
2023-08-03 00:00:00+05:30,287.6,293.23,285.06,286.16,1658733,0.0,0.0,36.35,21.33,31.06,-1.29,294.8,277.1
2023-08-04 00:00:00+05:30,288.05,294.73,287.45,292.34,1643906,0.0,0.0,50.0,55.68,36.03,2.16,294.13,277.83
2023-08-07 00:00:00+05:30,293.78,295.53,290.04,290.89,2047378,0.0,0.0,51.89,42.02,39.68,-0.49,293.5,278.58
2023-08-08 00:00:00+05:30,291.94,293.73,288.15,289.89,1196616,0.0,0.0,45.53,35.89,44.53,-0.34,292.57,279.38
2023-08-09 00:00:00+05:30,289.89,316.36,289.1,313.22,15884418,0.0,0.0,63.18,90.28,56.06,8.05,292.63,280.48
2023-08-10 00:00:00+05:30,314.96,338.88,313.62,335.44,15505766,0.0,0.0,76.81,93.73,73.3,7.1,294.51,282.17
2023-08-11 00:00:00+05:30,336.89,343.32,324.03,340.93,7475933,0.0,0.0,79.55,95.9,93.3,1.63,296.37,283.97
2023-08-14 00:00:00+05:30,343.87,355.43,338.88,346.11,17052699,0.0,0.0,79.01,86.76,92.13,1.52,299.06,285.89
2023-08-16 00:00:00+05:30,357.82,368.69,350.94,366.79,12692854,0.0,0.0,84.04,97.74,93.46,5.98,302.96,288.25
2023-08-17 00:00:00+05:30,367.29,367.49,349.85,351.39,7639230,0.0,0.0,75.62,79.32,87.94,-4.2,305.81,290.03
2023-08-18 00:00:00+05:30,350.84,363.55,347.65,361.16,3816293,0.0,0.0,76.95,91.0,89.35,2.78,309.18,291.91
2023-08-21 00:00:00+05:30,361.61,365.25,355.33,360.06,2141566,0.0,0.0,78.33,89.69,86.67,-0.3,312.83,293.85
2023-08-22 00:00:00+05:30,361.71,365.74,357.62,359.42,2409130,0.0,0.0,76.64,88.92,89.87,-0.18,316.53,295.83
2023-08-23 00:00:00+05:30,360.01,363.5,354.03,356.13,1289113,0.0,0.0,77.72,84.98,87.86,-0.92,319.68,297.82
2023-08-24 00:00:00+05:30,357.22,358.62,346.86,349.55,2928029,0.0,0.0,75.92,76.44,83.45,-1.85,322.58,299.61
2023-08-25 00:00:00+05:30,347.06,350.84,339.03,346.46,3707340,0.0,0.0,72.7,72.4,77.94,-0.88,325.48,301.24
2023-08-28 00:00:00+05:30,348.1,352.54,343.57,346.11,4069290,0.0,0.0,73.38,71.97,73.6,-0.1,328.23,302.93
2023-08-29 00:00:00+05:30,346.26,367.69,340.98,365.0,7686633,0.0,0.0,77.61,95.37,79.91,5.46,332.09,305.12
2023-08-30 00:00:00+05:30,368.24,371.53,352.09,355.63,5858783,0.0,0.0,67.37,72.55,79.96,-2.57,335.13,307.17
2023-08-31 00:00:00+05:30,356.82,359.22,347.85,349.8,4964607,0.0,0.0,56.79,54.25,74.05,-1.64,338.12,309.05
2023-09-01 00:00:00+05:30,350.25,357.47,348.35,353.09,2184054,0.0,0.0,55.88,43.51,56.77,0.94,341.47,310.64
2023-09-04 00:00:00+05:30,353.83,365.79,351.39,362.41,6089243,0.0,0.0,57.57,71.93,56.56,2.64,344.97,312.46
2023-09-05 00:00:00+05:30,363.9,383.34,359.91,377.51,10062926,0.0,0.0,55.25,86.84,67.43,4.17,349.3,314.8
2023-09-06 00:00:00+05:30,380.4,386.13,374.81,381.04,6620085,0.0,0.0,66.45,89.21,82.66,0.94,353.86,317.0
2023-09-07 00:00:00+05:30,381.74,384.98,371.43,381.19,2947607,0.0,0.0,62.44,89.52,88.52,0.04,357.26,319.23
2023-09-08 00:00:00+05:30,381.74,396.0,377.85,393.25,5909442,0.0,0.0,68.14,95.19,91.31,3.16,360.15,321.67
2023-09-11 00:00:00+05:30,397.69,435.96,396.69,429.83,15600422,0.0,0.0,77.63,93.68,92.8,9.3,364.6,324.83
2023-09-12 00:00:00+05:30,431.53,431.93,391.86,395.85,7436370,0.0,0.0,62.56,58.61,82.49,-7.91,367.08,326.99
2023-09-13 00:00:00+05:30,399.88,412.74,382.24,394.45,5372790,0.0,0.0,64.68,57.17,69.82,-0.35,368.47,329.01
2023-09-14 00:00:00+05:30,398.69,409.65,396.79,405.81,3423733,0.0,0.0,68.41,68.26,61.35,2.88,371.19,331.11
2023-09-15 00:00:00+05:30,408.65,419.92,393.7,397.54,4347819,0.0,0.0,65.2,59.55,61.66,-2.04,373.01,332.88
2023-09-18 00:00:00+05:30,397.54,403.37,388.47,392.66,2383667,0.0,0.0,58.91,50.85,59.55,-1.23,374.64,334.62
2023-09-20 00:00:00+05:30,395.15,412.69,393.7,406.16,9833720,0.0,0.0,65.86,66.18,58.86,3.44,376.97,336.68
2023-09-21 00:00:00+05:30,407.61,410.15,389.27,392.51,3293803,0.0,0.0,62.78,50.4,55.81,-3.36,378.79,338.36
2023-09-22 00:00:00+05:30,395.4,423.6,394.7,420.71,8195545,0.0,0.0,67.61,81.97,66.18,7.19,382.35,340.53
2023-09-25 00:00:00+05:30,419.52,426.79,407.91,419.77,6388720,0.0,0.0,65.62,78.7,70.36,-0.23,386.02,342.97
2023-09-26 00:00:00+05:30,416.63,440.5,416.63,438.46,11627241,0.0,0.0,66.28,97.04,85.9,4.45,390.63,345.67
2023-09-27 00:00:00+05:30,438.21,443.44,428.09,431.48,5638981,0.0,0.0,63.23,83.39,86.38,-1.59,393.96,348.45
2023-09-28 00:00:00+05:30,432.57,434.57,412.29,415.13,5061828,0.0,0.0,58.2,56.84,79.09,-3.79,396.93,350.98
2023-09-29 00:00:00+05:30,418.22,438.75,416.23,435.96,3958186,0.0,0.0,59.9,87.79,76.0,5.02,401.24,353.81
2023-10-03 00:00:00+05:30,435.96,447.53,425.6,441.15,5917406,0.0,0.0,53.07,90.23,78.28,1.19,405.64,356.76
2023-10-04 00:00:00+05:30,435.56,437.36,414.73,417.52,8993604,0.0,0.0,56.23,54.05,77.35,-5.35,408.4,359.36
2023-10-05 00:00:00+05:30,420.61,425.05,409.65,412.14,2779532,0.0,0.0,54.97,40.08,61.45,-1.29,410.13,361.9
2023-10-06 00:00:00+05:30,414.98,422.26,408.16,418.27,6266338,0.0,0.0,53.61,50.46,48.2,1.49,411.99,364.4
2023-10-09 00:00:00+05:30,408.65,415.88,399.33,411.05,4774705,0.0,0.0,53.94,38.23,42.93,-1.73,413.49,366.79
2023-10-10 00:00:00+05:30,413.69,419.47,405.26,407.21,6422989,0.0,0.0,54.27,30.8,39.83,-0.93,414.18,369.17
2023-10-11 00:00:00+05:30,410.65,412.64,391.81,396.05,3947171,0.0,0.0,46.99,11.63,26.89,-2.74,412.49,371.26
2023-10-12 00:00:00+05:30,399.43,403.37,388.77,390.71,7172929,0.0,0.0,49.44,3.31,15.25,-1.35,412.24,373.32
2023-10-13 00:00:00+05:30,390.21,403.57,388.97,390.76,6378085,0.0,0.0,38.63,3.39,6.11,0.01,412.05,375.24
2023-10-16 00:00:00+05:30,393.5,407.46,392.01,399.88,7175895,0.0,0.0,42.89,18.91,8.54,2.33,411.76,377.44
2023-10-17 00:00:00+05:30,403.67,406.11,398.89,402.32,4270866,0.0,0.0,35.39,23.07,15.13,0.61,412.0,379.76
2023-10-18 00:00:00+05:30,402.17,407.01,392.31,394.05,4535527,0.0,0.0,35.02,8.99,16.99,-2.06,412.06,381.8
2023-10-19 00:00:00+05:30,393.6,403.87,392.86,400.53,4226600,0.0,0.0,43.66,20.02,17.36,1.64,411.78,383.99
2023-10-20 00:00:00+05:30,400.48,401.68,380.8,386.53,2123052,0.0,0.0,27.16,8.59,12.53,-3.5,411.48,385.92
2023-10-23 00:00:00+05:30,408.65,408.65,366.89,375.11,13762641,0.0,0.0,21.16,11.67,13.42,-2.95,409.2,387.16
